Gene stable ID	Transcript stable ID	Cleavage site (Signalp)	Cleavage site (Signalp) start	Cleavage site (Signalp) end
ENSMUSG00000043531	ENSMUST00000072685	SignalP-noTM	1	33
ENSMUSG00000029616	ENSMUST00000130451	SignalP-noTM	1	34
ENSMUSG00000029616	ENSMUST00000052590	SignalP-noTM	1	34
ENSMUSG00000030209	ENSMUST00000053880	SignalP-noTM	1	28
ENSMUSG00000030209	ENSMUST00000152012	SignalP-noTM	1	28
ENSMUSG00000030209	ENSMUST00000111905	SignalP-noTM	1	28
ENSMUSG00000008153	ENSMUST00000008297	SignalP-noTM	1	19
ENSMUSG00000036862	ENSMUST00000078482	SignalP-noTM	1	36
ENSMUSG00000008999	ENSMUST00000009143	SignalP-noTM	1	29
ENSMUSG00000002033	ENSMUST00000002101	SignalP-noTM	1	22
ENSMUSG00000002033	ENSMUST00000160886	SignalP-noTM	1	19
ENSMUSG00000032094	ENSMUST00000034602	SignalP-noTM	1	21
ENSMUSG00000022636	ENSMUST00000023312	SignalP-noTM	1	27
ENSMUSG00000022636	ENSMUST00000170035	SignalP-noTM	1	27
ENSMUSG00000022636	ENSMUST00000164728	SignalP-noTM	1	27
ENSMUSG00000022636	ENSMUST00000168071	SignalP-noTM	1	27
ENSMUSG00000029234	ENSMUST00000031144	SignalP-noTM	1	33
ENSMUSG00000020681	ENSMUST00000001963	SignalP-noTM	1	34
ENSMUSG00000020681	ENSMUST00000001964	SignalP-noTM	1	28
ENSMUSG00000039501	ENSMUST00000067584	SignalP-noTM	1	18
ENSMUSG00000020682	ENSMUST00000103209	SignalP-noTM	1	22
ENSMUSG00000020682	ENSMUST00000021020	SignalP-noTM	1	22
ENSMUSG00000020682	ENSMUST00000108137	SignalP-noTM	1	22
ENSMUSG00000020682	ENSMUST00000119346	SignalP-noTM	1	22
ENSMUSG00000025163	ENSMUST00000026159	SignalP-noTM	1	23
ENSMUSG00000068740	ENSMUST00000090558	SignalP-noTM	1	31
ENSMUSG00000021340	ENSMUST00000021773	SignalP-noTM	1	23
ENSMUSG00000039364	ENSMUST00000039309	SignalP-noTM	1	28
ENSMUSG00000039364	ENSMUST00000081499	SignalP-noTM	1	28
ENSMUSG00000039364	ENSMUST00000130786	SignalP-noTM	1	28
ENSMUSG00000039364	ENSMUST00000170381	SignalP-noTM	1	28
ENSMUSG00000039364	ENSMUST00000168459	SignalP-noTM	1	28
ENSMUSG00000038527	ENSMUST00000049124	SignalP-noTM	1	43
ENSMUSG00000032093	ENSMUST00000102832	SignalP-noTM	1	20
ENSMUSG00000055172	ENSMUST00000068593	SignalP-noTM	1	16
ENSMUSG00000029811	ENSMUST00000031835	SignalP-noTM	1	27
ENSMUSG00000029811	ENSMUST00000162948	SignalP-noTM	1	27
ENSMUSG00000029811	ENSMUST00000167529	SignalP-noTM	1	27
ENSMUSG00000025165	ENSMUST00000106119	SignalP-noTM	1	27
ENSMUSG00000025165	ENSMUST00000026162	SignalP-noTM	1	27
ENSMUSG00000025165	ENSMUST00000100126	SignalP-noTM	1	27
ENSMUSG00000025165	ENSMUST00000106120	SignalP-noTM	1	27
ENSMUSG00000101605	ENSMUST00000190995	SignalP-noTM	1	17
ENSMUSG00000025746	ENSMUST00000026845	SignalP-noTM	1	24
ENSMUSG00000025746	ENSMUST00000199183	SignalP-noTM	1	24
ENSMUSG00000025746	ENSMUST00000195978	SignalP-noTM	1	24
ENSMUSG00000098470	ENSMUST00000184647	SignalP-noTM	1	16
ENSMUSG00000079343	ENSMUST00000068797	SignalP-noTM	1	15
ENSMUSG00000079343	ENSMUST00000218020	SignalP-noTM	1	21
ENSMUSG00000055943	ENSMUST00000069747	SignalP-noTM	1	22
ENSMUSG00000038521	ENSMUST00000160505	SignalP-noTM	1	21
ENSMUSG00000038521	ENSMUST00000162443	SignalP-noTM	1	21
ENSMUSG00000038521	ENSMUST00000159463	SignalP-noTM	1	21
ENSMUSG00000038521	ENSMUST00000162844	SignalP-noTM	1	21
ENSMUSG00000015568	ENSMUST00000015712	SignalP-noTM	1	20
ENSMUSG00000064310	ENSMUST00000143914	SignalP-noTM	1	19
ENSMUSG00000064310	ENSMUST00000036412	SignalP-noTM	1	19
ENSMUSG00000029813	ENSMUST00000031837	SignalP-noTM	1	30
ENSMUSG00000020734	ENSMUST00000003351	SignalP-noTM	1	24
ENSMUSG00000020734	ENSMUST00000106554	SignalP-noTM	1	24
ENSMUSG00000035916	ENSMUST00000050702	SignalP-noTM	1	17
ENSMUSG00000032092	ENSMUST00000034600	SignalP-noTM	1	26
ENSMUSG00000070305	ENSMUST00000114664	SignalP-noTM	1	32
ENSMUSG00000004948	ENSMUST00000005073	SignalP-noTM	1	22
ENSMUSG00000020154	ENSMUST00000218553	SignalP-noTM	1	20
ENSMUSG00000020154	ENSMUST00000092167	SignalP-noTM	1	22
ENSMUSG00000017737	ENSMUST00000137626	SignalP-noTM	1	19
ENSMUSG00000017737	ENSMUST00000017881	SignalP-noTM	1	19
ENSMUSG00000030714	ENSMUST00000129786	SignalP-noTM	1	20
ENSMUSG00000027416	ENSMUST00000028902	SignalP-noTM	1	18
ENSMUSG00000043822	ENSMUST00000095446	SignalP-noTM	1	43
ENSMUSG00000043822	ENSMUST00000105352	SignalP-noTM	1	43
ENSMUSG00000061119	ENSMUST00000076052	SignalP-noTM	1	17
ENSMUSG00000061119	ENSMUST00000207594	SignalP-noTM	1	17
ENSMUSG00000046096	ENSMUST00000208454	SignalP-noTM	1	26
ENSMUSG00000046096	ENSMUST00000060175	SignalP-noTM	1	26
ENSMUSG00000078622	ENSMUST00000002043	SignalP-noTM	1	20
ENSMUSG00000000901	ENSMUST00000120281	SignalP-TM	1	35
ENSMUSG00000000901	ENSMUST00000000924	SignalP-TM	1	35
ENSMUSG00000026012	ENSMUST00000027165	SignalP-noTM	1	17
ENSMUSG00000068536	ENSMUST00000184917	SignalP-noTM	1	24
ENSMUSG00000027419	ENSMUST00000028905	SignalP-noTM	1	24
ENSMUSG00000040935	ENSMUST00000130267	SignalP-noTM	1	13
ENSMUSG00000040234	ENSMUST00000037709	SignalP-noTM	1	19
ENSMUSG00000091455	ENSMUST00000165341	SignalP-noTM	1	22
ENSMUSG00000020872	ENSMUST00000021242	SignalP-noTM	1	16
ENSMUSG00000025964	ENSMUST00000114107	SignalP-noTM	1	55
ENSMUSG00000025964	ENSMUST00000114103	SignalP-noTM	1	55
ENSMUSG00000025964	ENSMUST00000087374	SignalP-noTM	1	55
ENSMUSG00000029287	ENSMUST00000031224	SignalP-noTM	1	22
ENSMUSG00000017969	ENSMUST00000088041	SignalP-noTM	1	25
ENSMUSG00000017969	ENSMUST00000018113	SignalP-noTM	1	25
ENSMUSG00000045201	ENSMUST00000055211	SignalP-noTM	1	32
ENSMUSG00000045201	ENSMUST00000223700	SignalP-noTM	1	32
ENSMUSG00000045201	ENSMUST00000163937	SignalP-noTM	1	32
ENSMUSG00000022878	ENSMUST00000171309	SignalP-noTM	1	38
ENSMUSG00000022878	ENSMUST00000023593	SignalP-noTM	1	17
ENSMUSG00000042985	ENSMUST00000062606	SignalP-noTM	1	27
ENSMUSG00000006143	ENSMUST00000006303	SignalP-noTM	1	26
ENSMUSG00000029236	ENSMUST00000031146	SignalP-noTM	1	40
ENSMUSG00000023153	ENSMUST00000178238	SignalP-TM	1	28
ENSMUSG00000023153	ENSMUST00000178188	SignalP-TM	1	28
ENSMUSG00000023153	ENSMUST00000023920	SignalP-TM	1	28
ENSMUSG00000035042	ENSMUST00000035938	SignalP-noTM	1	23
ENSMUSG00000028558	ENSMUST00000030285	SignalP-noTM	1	18
ENSMUSG00000027366	ENSMUST00000028844	SignalP-noTM	1	25
ENSMUSG00000000903	ENSMUST00000000926	SignalP-noTM	1	24
ENSMUSG00000029816	ENSMUST00000031840	SignalP-noTM	1	22
ENSMUSG00000029816	ENSMUST00000204260	SignalP-noTM	1	22
ENSMUSG00000037720	ENSMUST00000161233	SignalP-noTM	1	18
ENSMUSG00000019122	ENSMUST00000019266	SignalP-noTM	1	26
ENSMUSG00000038233	ENSMUST00000213773	SignalP-noTM	1	22
ENSMUSG00000038233	ENSMUST00000215990	SignalP-noTM	1	22
ENSMUSG00000038233	ENSMUST00000043011	SignalP-noTM	1	22
ENSMUSG00000038233	ENSMUST00000214536	SignalP-noTM	1	22
ENSMUSG00000048534	ENSMUST00000215880	SignalP-noTM	1	20
ENSMUSG00000048534	ENSMUST00000050020	SignalP-noTM	1	20
ENSMUSG00000025497	ENSMUST00000167263	SignalP-noTM	1	28
ENSMUSG00000025497	ENSMUST00000080654	SignalP-noTM	1	28
ENSMUSG00000070304	ENSMUST00000093855	SignalP-noTM	1	29
ENSMUSG00000070304	ENSMUST00000170998	SignalP-noTM	1	29
ENSMUSG00000098505	ENSMUST00000071760	SignalP-noTM	1	24
ENSMUSG00000018927	ENSMUST00000019071	SignalP-noTM	1	21
ENSMUSG00000005763	ENSMUST00000027849	SignalP-TM	1	21
ENSMUSG00000005763	ENSMUST00000161559	SignalP-TM	1	21
ENSMUSG00000005763	ENSMUST00000187313	SignalP-TM	1	21
ENSMUSG00000005763	ENSMUST00000178336	SignalP-TM	1	21
ENSMUSG00000005763	ENSMUST00000005907	SignalP-TM	1	21
ENSMUSG00000005763	ENSMUST00000161971	SignalP-TM	1	21
ENSMUSG00000025582	ENSMUST00000026670	SignalP-noTM	1	22
ENSMUSG00000030214	ENSMUST00000032336	SignalP-noTM	1	31
ENSMUSG00000028989	ENSMUST00000030840	SignalP-noTM	1	21
ENSMUSG00000051716	ENSMUST00000060782	SignalP-noTM	1	18
ENSMUSG00000051716	ENSMUST00000218722	SignalP-noTM	1	18
ENSMUSG00000026011	ENSMUST00000027164	SignalP-TM	1	37
ENSMUSG00000026011	ENSMUST00000097720	SignalP-TM	1	37
ENSMUSG00000025583	ENSMUST00000124401	SignalP-noTM	1	29
ENSMUSG00000000982	ENSMUST00000001008	SignalP-noTM	1	23
ENSMUSG00000038580	ENSMUST00000046156	SignalP-noTM	1	22
ENSMUSG00000038580	ENSMUST00000211667	SignalP-noTM	1	22
ENSMUSG00000038580	ENSMUST00000167790	SignalP-noTM	1	22
ENSMUSG00000047631	ENSMUST00000050901	SignalP-noTM	1	35
ENSMUSG00000042638	ENSMUST00000032338	SignalP-noTM	1	19
ENSMUSG00000042638	ENSMUST00000078095	SignalP-noTM	1	19
ENSMUSG00000072662	ENSMUST00000100780	SignalP-noTM	1	18
ENSMUSG00000072662	ENSMUST00000123367	SignalP-noTM	1	18
ENSMUSG00000024979	ENSMUST00000025936	SignalP-noTM	1	17
ENSMUSG00000024979	ENSMUST00000154886	SignalP-noTM	1	17
ENSMUSG00000024979	ENSMUST00000120936	SignalP-noTM	1	17
ENSMUSG00000025383	ENSMUST00000026449	SignalP-noTM	1	21
ENSMUSG00000028399	ENSMUST00000107289	SignalP-noTM	1	20
ENSMUSG00000028399	ENSMUST00000173376	SignalP-noTM	1	27
ENSMUSG00000028399	ENSMUST00000174831	SignalP-noTM	1	20
ENSMUSG00000028399	ENSMUST00000098005	SignalP-noTM	1	20
ENSMUSG00000028399	ENSMUST00000174023	SignalP-noTM	1	20
ENSMUSG00000028399	ENSMUST00000174531	SignalP-noTM	1	20
ENSMUSG00000028399	ENSMUST00000174180	SignalP-noTM	1	20
ENSMUSG00000028399	ENSMUST00000050757	SignalP-noTM	1	20
ENSMUSG00000092511	ENSMUST00000146299	SignalP-noTM	1	18
ENSMUSG00000024371	ENSMUST00000152417	SignalP-noTM	1	18
ENSMUSG00000024371	ENSMUST00000025230	SignalP-noTM	1	18
ENSMUSG00000018930	ENSMUST00000019074	SignalP-noTM	1	23
ENSMUSG00000069792	ENSMUST00000092836	SignalP-noTM	1	24
ENSMUSG00000090231	ENSMUST00000128767	SignalP-noTM	1	22
ENSMUSG00000090231	ENSMUST00000154526	SignalP-noTM	1	22
ENSMUSG00000090231	ENSMUST00000025229	SignalP-noTM	1	24
ENSMUSG00000090231	ENSMUST00000176203	SignalP-noTM	1	24
ENSMUSG00000000983	ENSMUST00000001009	SignalP-noTM	1	22
ENSMUSG00000032852	ENSMUST00000042217	SignalP-noTM	1	19
ENSMUSG00000025082	ENSMUST00000026068	SignalP-noTM	1	23
ENSMUSG00000051748	ENSMUST00000070832	SignalP-noTM	1	24
ENSMUSG00000048776	ENSMUST00000052296	SignalP-noTM	1	24
ENSMUSG00000048776	ENSMUST00000204197	SignalP-noTM	1	24
ENSMUSG00000074489	ENSMUST00000107543	SignalP-noTM	1	23
ENSMUSG00000074489	ENSMUST00000075523	SignalP-noTM	1	23
ENSMUSG00000074489	ENSMUST00000107542	SignalP-noTM	1	23
ENSMUSG00000026009	ENSMUST00000027162	SignalP-noTM	1	20
ENSMUSG00000026009	ENSMUST00000102827	SignalP-noTM	1	20
ENSMUSG00000060519	ENSMUST00000079625	SignalP-noTM	1	21
ENSMUSG00000060519	ENSMUST00000190607	SignalP-noTM	1	21
ENSMUSG00000060519	ENSMUST00000188964	SignalP-noTM	1	21
ENSMUSG00000030217	ENSMUST00000032341	SignalP-noTM	1	23
ENSMUSG00000049676	ENSMUST00000169143	SignalP-noTM	1	38
ENSMUSG00000049676	ENSMUST00000069861	SignalP-noTM	1	38
ENSMUSG00000049676	ENSMUST00000047846	SignalP-noTM	1	38
ENSMUSG00000030218	ENSMUST00000032342	SignalP-noTM	1	19
ENSMUSG00000040037	ENSMUST00000074015	SignalP-noTM	1	31
ENSMUSG00000040037	ENSMUST00000041425	SignalP-noTM	1	31
ENSMUSG00000040037	ENSMUST00000106065	SignalP-noTM	1	31
ENSMUSG00000040037	ENSMUST00000175773	SignalP-noTM	1	31
ENSMUSG00000030219	ENSMUST00000032343	SignalP-noTM	1	25
ENSMUSG00000074486	ENSMUST00000098956	SignalP-noTM	1	23
ENSMUSG00000054641	ENSMUST00000129603	SignalP-noTM	1	19
ENSMUSG00000054641	ENSMUST00000204333	SignalP-noTM	1	19
ENSMUSG00000039208	ENSMUST00000036742	SignalP-noTM	1	45
ENSMUSG00000036422	ENSMUST00000039568	SignalP-noTM	1	29
ENSMUSG00000036422	ENSMUST00000195355	SignalP-noTM	1	29
ENSMUSG00000027460	ENSMUST00000028955	SignalP-noTM	1	21
ENSMUSG00000030996	ENSMUST00000033300	SignalP-noTM	1	19
ENSMUSG00000066279	ENSMUST00000084830	SignalP-noTM	1	24
ENSMUSG00000066279	ENSMUST00000211408	SignalP-noTM	1	24
ENSMUSG00000070424	ENSMUST00000094128	SignalP-noTM	1	23
ENSMUSG00000070424	ENSMUST00000106937	SignalP-noTM	1	23
ENSMUSG00000070424	ENSMUST00000106935	SignalP-noTM	1	23
ENSMUSG00000070424	ENSMUST00000106934	SignalP-noTM	1	23
ENSMUSG00000022026	ENSMUST00000228749	SignalP-noTM	1	18
ENSMUSG00000022026	ENSMUST00000088735	SignalP-noTM	1	18
ENSMUSG00000030111	ENSMUST00000032203	SignalP-noTM	1	30
ENSMUSG00000025381	ENSMUST00000219037	SignalP-noTM	1	20
ENSMUSG00000025381	ENSMUST00000026446	SignalP-noTM	1	20
ENSMUSG00000025381	ENSMUST00000219836	SignalP-noTM	1	20
ENSMUSG00000074483	ENSMUST00000076048	SignalP-noTM	1	23
ENSMUSG00000030223	ENSMUST00000167679	SignalP-noTM	1	29
ENSMUSG00000030223	ENSMUST00000077115	SignalP-noTM	1	29
ENSMUSG00000040690	ENSMUST00000044565	SignalP-noTM	1	21
ENSMUSG00000040690	ENSMUST00000142293	SignalP-noTM	1	21
ENSMUSG00000019846	ENSMUST00000019992	SignalP-noTM	1	24
ENSMUSG00000035566	ENSMUST00000071370	SignalP-noTM	1	17
ENSMUSG00000074825	ENSMUST00000132773	SignalP-noTM	1	16
ENSMUSG00000074825	ENSMUST00000110386	SignalP-noTM	1	16
ENSMUSG00000074825	ENSMUST00000154021	SignalP-noTM	1	16
ENSMUSG00000030062	ENSMUST00000032143	SignalP-noTM	1	25
ENSMUSG00000108022	ENSMUST00000204124	SignalP-noTM	1	24
ENSMUSG00000054252	ENSMUST00000201437	SignalP-noTM	1	20
ENSMUSG00000054252	ENSMUST00000067150	SignalP-noTM	1	20
ENSMUSG00000054252	ENSMUST00000164207	SignalP-noTM	1	20
ENSMUSG00000054252	ENSMUST00000087820	SignalP-noTM	1	20
ENSMUSG00000054252	ENSMUST00000202138	SignalP-noTM	1	20
ENSMUSG00000054252	ENSMUST00000169212	SignalP-noTM	1	20
ENSMUSG00000054252	ENSMUST00000114411	SignalP-noTM	1	20
ENSMUSG00000054252	ENSMUST00000171509	SignalP-noTM	1	20
ENSMUSG00000007030	ENSMUST00000007245	SignalP-TM	1	28
ENSMUSG00000007030	ENSMUST00000172499	SignalP-TM	1	28
ENSMUSG00000021342	ENSMUST00000224228	SignalP-noTM	1	29
ENSMUSG00000021342	ENSMUST00000018061	SignalP-noTM	1	28
ENSMUSG00000021342	ENSMUST00000110369	SignalP-noTM	1	31
ENSMUSG00000025375	ENSMUST00000064307	SignalP-TM	1	20
ENSMUSG00000036123	ENSMUST00000225423	SignalP-TM	1	26
ENSMUSG00000036123	ENSMUST00000221703	SignalP-TM	1	26
ENSMUSG00000036123	ENSMUST00000036208	SignalP-TM	1	26
ENSMUSG00000004415	ENSMUST00000057497	SignalP-TM	1	20
ENSMUSG00000004415	ENSMUST00000111103	SignalP-TM	1	20
ENSMUSG00000022816	ENSMUST00000114763	SignalP-noTM	1	18
ENSMUSG00000074738	ENSMUST00000099265	SignalP-noTM	1	19
ENSMUSG00000059908	ENSMUST00000032228	SignalP-noTM	1	24
ENSMUSG00000071424	ENSMUST00000095852	SignalP-noTM	1	23
ENSMUSG00000028064	ENSMUST00000029700	SignalP-noTM	1	32
ENSMUSG00000028064	ENSMUST00000127436	SignalP-noTM	1	32
ENSMUSG00000028064	ENSMUST00000147200	SignalP-noTM	1	32
ENSMUSG00000028064	ENSMUST00000125526	SignalP-noTM	1	32
ENSMUSG00000028064	ENSMUST00000141471	SignalP-noTM	1	32
ENSMUSG00000028064	ENSMUST00000166237	SignalP-noTM	1	32
ENSMUSG00000028064	ENSMUST00000165898	SignalP-noTM	1	32
ENSMUSG00000028064	ENSMUST00000169222	SignalP-noTM	1	32
ENSMUSG00000039878	ENSMUST00000042666	SignalP-noTM	1	23
ENSMUSG00000039878	ENSMUST00000219131	SignalP-noTM	1	23
ENSMUSG00000039878	ENSMUST00000218858	SignalP-noTM	1	23
ENSMUSG00000039878	ENSMUST00000167859	SignalP-noTM	1	23
ENSMUSG00000057170	ENSMUST00000225330	SignalP-noTM	1	30
ENSMUSG00000057170	ENSMUST00000082079	SignalP-noTM	1	29
ENSMUSG00000025328	ENSMUST00000172098	SignalP-noTM	1	22
ENSMUSG00000030131	ENSMUST00000081777	SignalP-noTM	1	24
ENSMUSG00000038168	ENSMUST00000039990	SignalP-noTM	1	21
ENSMUSG00000062737	ENSMUST00000080755	SignalP-noTM	1	29
ENSMUSG00000062737	ENSMUST00000164964	SignalP-noTM	1	30
ENSMUSG00000038208	ENSMUST00000090827	SignalP-noTM	1	23
ENSMUSG00000038208	ENSMUST00000128897	SignalP-noTM	1	23
ENSMUSG00000067642	ENSMUST00000088117	SignalP-noTM	1	20
ENSMUSG00000062201	ENSMUST00000073601	SignalP-noTM	1	29
ENSMUSG00000062201	ENSMUST00000223958	SignalP-noTM	1	30
ENSMUSG00000034908	ENSMUST00000038488	SignalP-noTM	1	18
ENSMUSG00000034908	ENSMUST00000114573	SignalP-noTM	1	18
ENSMUSG00000034908	ENSMUST00000162072	SignalP-noTM	1	18
ENSMUSG00000004846	ENSMUST00000004968	SignalP-noTM	1	26
ENSMUSG00000028979	ENSMUST00000105701	SignalP-noTM	1	19
ENSMUSG00000028979	ENSMUST00000052060	SignalP-noTM	1	19
ENSMUSG00000028599	ENSMUST00000030336	SignalP-noTM	1	20
ENSMUSG00000028602	ENSMUST00000030339	SignalP-noTM	1	18
ENSMUSG00000042116	ENSMUST00000042196	SignalP-noTM	1	18
ENSMUSG00000030695	ENSMUST00000087566	SignalP-noTM	1	29
ENSMUSG00000030695	ENSMUST00000205336	SignalP-noTM	1	29
ENSMUSG00000030695	ENSMUST00000133514	SignalP-noTM	1	29
ENSMUSG00000061878	ENSMUST00000141798	SignalP-noTM	1	18
ENSMUSG00000037428	ENSMUST00000190827	SignalP-noTM	1	23
ENSMUSG00000037428	ENSMUST00000186451	SignalP-noTM	1	23
ENSMUSG00000037428	ENSMUST00000187382	SignalP-noTM	1	23
ENSMUSG00000037428	ENSMUST00000041543	SignalP-noTM	1	23
ENSMUSG00000037411	ENSMUST00000041388	SignalP-noTM	1	21
ENSMUSG00000037411	ENSMUST00000077523	SignalP-noTM	1	21
ENSMUSG00000109523	ENSMUST00000207684	SignalP-noTM	1	24
ENSMUSG00000087408	ENSMUST00000165819	SignalP-noTM	1	24
ENSMUSG00000007458	ENSMUST00000007602	SignalP-noTM	1	27
ENSMUSG00000007458	ENSMUST00000112610	SignalP-noTM	1	27
ENSMUSG00000023328	ENSMUST00000132191	SignalP-noTM	1	31
ENSMUSG00000023328	ENSMUST00000138591	SignalP-noTM	1	31
ENSMUSG00000023328	ENSMUST00000141123	SignalP-noTM	1	31
ENSMUSG00000023328	ENSMUST00000024099	SignalP-noTM	1	31
ENSMUSG00000023328	ENSMUST00000196208	SignalP-noTM	1	31
ENSMUSG00000023328	ENSMUST00000085934	SignalP-noTM	1	31
ENSMUSG00000023328	ENSMUST00000125195	SignalP-noTM	1	31
ENSMUSG00000023328	ENSMUST00000137126	SignalP-noTM	1	31
ENSMUSG00000020712	ENSMUST00000044462	SignalP-noTM	1	21
ENSMUSG00000017652	ENSMUST00000017799	SignalP-noTM	1	23
ENSMUSG00000017652	ENSMUST00000081310	SignalP-noTM	1	23
ENSMUSG00000017652	ENSMUST00000140951	SignalP-noTM	1	19
ENSMUSG00000017652	ENSMUST00000073707	SignalP-noTM	1	23
ENSMUSG00000023191	ENSMUST00000023958	SignalP-noTM	1	19
ENSMUSG00000030365	ENSMUST00000160867	SignalP-noTM	1	15
ENSMUSG00000020713	ENSMUST00000103071	SignalP-noTM	1	26
ENSMUSG00000029710	ENSMUST00000061244	SignalP-noTM	1	15
ENSMUSG00000029710	ENSMUST00000111055	SignalP-noTM	1	15
ENSMUSG00000029710	ENSMUST00000111054	SignalP-noTM	1	15
ENSMUSG00000029710	ENSMUST00000166239	SignalP-noTM	1	15
ENSMUSG00000020177	ENSMUST00000159193	SignalP-TM	1	21
ENSMUSG00000020177	ENSMUST00000020392	SignalP-TM	1	21
ENSMUSG00000046756	ENSMUST00000058109	SignalP-noTM	1	18
ENSMUSG00000023274	ENSMUST00000024044	SignalP-noTM	1	26
ENSMUSG00000079173	ENSMUST00000117564	SignalP-noTM	1	17
ENSMUSG00000079173	ENSMUST00000164178	SignalP-noTM	1	17
ENSMUSG00000030124	ENSMUST00000032217	SignalP-noTM	1	23
ENSMUSG00000040592	ENSMUST00000167143	SignalP-noTM	1	28
ENSMUSG00000044017	ENSMUST00000056617	SignalP-noTM	1	26
ENSMUSG00000044017	ENSMUST00000156437	SignalP-noTM	1	26
ENSMUSG00000053166	ENSMUST00000065438	SignalP-noTM	1	33
ENSMUSG00000020227	ENSMUST00000020448	SignalP-noTM	1	26
ENSMUSG00000045989	ENSMUST00000061695	SignalP-noTM	1	23
ENSMUSG00000045989	ENSMUST00000205320	SignalP-noTM	1	21
ENSMUSG00000016256	ENSMUST00000016400	SignalP-noTM	1	25
ENSMUSG00000029711	ENSMUST00000031723	SignalP-noTM	1	23
ENSMUSG00000029711	ENSMUST00000111038	SignalP-noTM	1	23
ENSMUSG00000029711	ENSMUST00000111039	SignalP-noTM	1	23
ENSMUSG00000001029	ENSMUST00000001055	SignalP-noTM	1	21
ENSMUSG00000001029	ENSMUST00000106813	SignalP-noTM	1	21
ENSMUSG00000001029	ENSMUST00000141146	SignalP-noTM	1	23
ENSMUSG00000030689	ENSMUST00000050833	SignalP-noTM	1	20
ENSMUSG00000060572	ENSMUST00000166376	SignalP-noTM	1	18
ENSMUSG00000060572	ENSMUST00000071977	SignalP-noTM	1	18
ENSMUSG00000020532	ENSMUST00000133811	SignalP-noTM	1	22
ENSMUSG00000020715	ENSMUST00000001059	SignalP-noTM	1	20
ENSMUSG00000020715	ENSMUST00000106801	SignalP-noTM	1	20
ENSMUSG00000020715	ENSMUST00000106799	SignalP-noTM	1	20
ENSMUSG00000020715	ENSMUST00000106800	SignalP-noTM	1	20
ENSMUSG00000073094	ENSMUST00000101433	SignalP-noTM	1	29
ENSMUSG00000073094	ENSMUST00000165080	SignalP-noTM	1	29
ENSMUSG00000075410	ENSMUST00000116318	SignalP-noTM	1	19
ENSMUSG00000047492	ENSMUST00000059718	SignalP-noTM	1	24
ENSMUSG00000025405	ENSMUST00000026472	SignalP-noTM	1	20
ENSMUSG00000029718	ENSMUST00000031731	SignalP-noTM	1	24
ENSMUSG00000029718	ENSMUST00000054564	SignalP-noTM	1	24
ENSMUSG00000050468	ENSMUST00000089673	SignalP-noTM	1	23
ENSMUSG00000040548	ENSMUST00000207249	SignalP-noTM	1	22
ENSMUSG00000029722	ENSMUST00000198657	SignalP-noTM	1	36
ENSMUSG00000031196	ENSMUST00000033539	SignalP-noTM	1	19
ENSMUSG00000031196	ENSMUST00000114085	SignalP-noTM	1	19
ENSMUSG00000074227	ENSMUST00000108236	SignalP-noTM	1	29
ENSMUSG00000074227	ENSMUST00000098604	SignalP-noTM	1	29
ENSMUSG00000029436	ENSMUST00000031390	SignalP-noTM	1	39
ENSMUSG00000020717	ENSMUST00000103069	SignalP-noTM	1	17
ENSMUSG00000020717	ENSMUST00000080853	SignalP-noTM	1	17
ENSMUSG00000020717	ENSMUST00000183610	SignalP-noTM	1	17
ENSMUSG00000020717	ENSMUST00000106796	SignalP-noTM	1	17
ENSMUSG00000020717	ENSMUST00000068021	SignalP-noTM	1	17
ENSMUSG00000046245	ENSMUST00000058897	SignalP-noTM	1	31
ENSMUSG00000046245	ENSMUST00000110980	SignalP-noTM	1	17
ENSMUSG00000046245	ENSMUST00000197586	SignalP-noTM	1	28
ENSMUSG00000046245	ENSMUST00000199028	SignalP-noTM	1	31
ENSMUSG00000066684	ENSMUST00000110978	SignalP-noTM	1	15
ENSMUSG00000066684	ENSMUST00000199387	SignalP-noTM	1	15
ENSMUSG00000066684	ENSMUST00000196195	SignalP-noTM	1	31
ENSMUSG00000020814	ENSMUST00000021170	SignalP-TM	1	32
ENSMUSG00000020814	ENSMUST00000047715	SignalP-TM	1	32
ENSMUSG00000066441	ENSMUST00000161204	SignalP-noTM	1	19
ENSMUSG00000066682	ENSMUST00000196162	SignalP-noTM	1	15
ENSMUSG00000066682	ENSMUST00000164886	SignalP-noTM	1	15
ENSMUSG00000066682	ENSMUST00000199773	SignalP-noTM	1	31
ENSMUSG00000031849	ENSMUST00000003659	SignalP-noTM	1	21
ENSMUSG00000078598	ENSMUST00000171627	SignalP-noTM	1	24
ENSMUSG00000037053	ENSMUST00000035390	SignalP-noTM	1	17
ENSMUSG00000030866	ENSMUST00000033153	SignalP-noTM	1	33
ENSMUSG00000021123	ENSMUST00000021548	SignalP-noTM	1	19
ENSMUSG00000021123	ENSMUST00000122227	SignalP-noTM	1	19
ENSMUSG00000057977	ENSMUST00000079915	SignalP-TM	1	28
ENSMUSG00000057977	ENSMUST00000145797	SignalP-noTM	1	28
ENSMUSG00000057977	ENSMUST00000164297	SignalP-noTM	1	28
ENSMUSG00000039546	ENSMUST00000105646	SignalP-noTM	1	43
ENSMUSG00000033268	ENSMUST00000099461	SignalP-noTM	1	21
ENSMUSG00000070867	ENSMUST00000094894	SignalP-noTM	1	19
ENSMUSG00000025784	ENSMUST00000026890	SignalP-noTM	1	21
