Gene stable ID	Transcript stable ID	Protein stable ID	Transcript type	Source (transcript)	Gene name
ENSMUSG00000020936	ENSMUST00000021314	ENSMUSP00000021314	protein_coding	ensembl_havana	Nmt1
ENSMUSG00000051185	ENSMUST00000059975	ENSMUSP00000057670	protein_coding	ensembl_havana	Fam174a
ENSMUSG00000051185	ENSMUST00000186780	ENSMUSP00000139943	protein_coding	havana	Fam174a
ENSMUSG00000000811	ENSMUST00000000828	ENSMUSP00000000828	protein_coding	ensembl_havana	Txnrd3
ENSMUSG00000002032	ENSMUST00000213203	ENSMUSP00000151083	nonsense_mediated_decay	havana	Tmem25
ENSMUSG00000002032	ENSMUST00000132020	ENSMUSP00000149260	nonsense_mediated_decay	havana	Tmem25
ENSMUSG00000026295	ENSMUST00000027518	ENSMUSP00000027518	protein_coding	ensembl_havana	Spp2
ENSMUSG00000033460	ENSMUST00000113199	ENSMUSP00000108824	protein_coding	ensembl_havana	Armcx1
ENSMUSG00000033460	ENSMUST00000035748	ENSMUSP00000043965	protein_coding	havana	Armcx1
ENSMUSG00000033460	ENSMUST00000129697		processed_transcript	havana	Armcx1
ENSMUSG00000006169	ENSMUST00000133715		processed_transcript	havana	Clint1
ENSMUSG00000091813	ENSMUST00000172032	ENSMUSP00000126773	protein_coding	ensembl_havana	Ces2h
ENSMUSG00000021831	ENSMUST00000022378	ENSMUSP00000022378	protein_coding	ensembl_havana	Ero1l
ENSMUSG00000021171	ENSMUST00000100986	ENSMUSP00000098548	protein_coding	ensembl_havana	Esyt2
ENSMUSG00000014932	ENSMUST00000072311	ENSMUSP00000072154	protein_coding	ensembl_havana	Yes1
ENSMUSG00000014932	ENSMUST00000200779		retained_intron	havana	Yes1
ENSMUSG00000014932	ENSMUST00000200999	ENSMUSP00000144355	protein_coding	havana	Yes1
ENSMUSG00000020420	ENSMUST00000205715	ENSMUSP00000146006	protein_coding	havana	Zfp607a
ENSMUSG00000020420	ENSMUST00000205534	ENSMUSP00000146261	protein_coding	havana	Zfp607a
ENSMUSG00000025645	ENSMUST00000026735	ENSMUSP00000026735	protein_coding	ensembl_havana	Ccdc51
ENSMUSG00000091537	ENSMUST00000167504	ENSMUSP00000133026	protein_coding	ensembl_havana	Tma7
ENSMUSG00000091537	ENSMUST00000192442		retained_intron	havana	Tma7
ENSMUSG00000037795	ENSMUST00000201489	ENSMUSP00000143807	protein_coding	havana	N4bp2
ENSMUSG00000037795	ENSMUST00000200843		retained_intron	havana	N4bp2
ENSMUSG00000020935	ENSMUST00000021313	ENSMUSP00000021313	protein_coding	ensembl_havana	Dcakd
ENSMUSG00000020935	ENSMUST00000152965		retained_intron	havana	Dcakd
ENSMUSG00000033898	ENSMUST00000094489	ENSMUSP00000092065	protein_coding	ensembl_havana	Cfhr2
ENSMUSG00000034786	ENSMUST00000038244	ENSMUSP00000045911	protein_coding	ensembl_havana	Gpsm3
ENSMUSG00000057778	ENSMUST00000079681	ENSMUSP00000078623	protein_coding	ensembl_havana	Cyb5d2
ENSMUSG00000057778	ENSMUST00000169476		retained_intron	havana	Cyb5d2
ENSMUSG00000045598	ENSMUST00000106312	ENSMUSP00000101919	protein_coding	ensembl_havana	Zfp553
ENSMUSG00000045598	ENSMUST00000205367		retained_intron	havana	Zfp553
ENSMUSG00000074457	ENSMUST00000098910	ENSMUSP00000096509	protein_coding	ensembl_havana	S100a16
ENSMUSG00000046152	ENSMUST00000161788	ENSMUSP00000124437	protein_coding	ensembl_havana	Fut10
ENSMUSG00000034673	ENSMUST00000038149	ENSMUSP00000040464	protein_coding	ensembl_havana	Pbx2
ENSMUSG00000013822	ENSMUST00000166335	ENSMUSP00000128173	protein_coding	ensembl_havana	Elof1
ENSMUSG00000013822	ENSMUST00000214394	ENSMUSP00000150536	protein_coding	havana	Elof1
ENSMUSG00000022228	ENSMUST00000110485	ENSMUSP00000106111	protein_coding	havana	Zscan26
ENSMUSG00000031422	ENSMUST00000033797	ENSMUSP00000033797	protein_coding	ensembl_havana	Morf4l2
ENSMUSG00000024835	ENSMUST00000008893	ENSMUSP00000008893	protein_coding	ensembl_havana	Coro1b
ENSMUSG00000024835	ENSMUST00000148189		retained_intron	havana	Coro1b
ENSMUSG00000039630	ENSMUST00000159117		processed_transcript	havana	Hnrnpu
ENSMUSG00000039630	ENSMUST00000161769	ENSMUSP00000124147	nonsense_mediated_decay	havana	Hnrnpu
ENSMUSG00000039630	ENSMUST00000037748	ENSMUSP00000047571	protein_coding	ensembl_havana	Hnrnpu
ENSMUSG00000036499	ENSMUST00000219207		retained_intron	havana	Eea1
ENSMUSG00000036499	ENSMUST00000053484	ENSMUSP00000061493	protein_coding	ensembl_havana	Eea1
ENSMUSG00000020525	ENSMUST00000020835	ENSMUSP00000020835	protein_coding	ensembl_havana	Ppm1d
ENSMUSG00000020817	ENSMUST00000076270	ENSMUSP00000075619	protein_coding	ensembl_havana	Rabep1
ENSMUSG00000039438	ENSMUST00000044694	ENSMUSP00000042183	protein_coding	ensembl_havana	Ttc36
ENSMUSG00000039438	ENSMUST00000216449		retained_intron	havana	Ttc36
ENSMUSG00000001569	ENSMUST00000001611	ENSMUSP00000001611	protein_coding	ensembl_havana	Nom1
ENSMUSG00000015850	ENSMUST00000117782	ENSMUSP00000113424	protein_coding	havana	Adamtsl4
ENSMUSG00000024247	ENSMUST00000170794	ENSMUSP00000129238	protein_coding	ensembl_havana	Pkdcc
ENSMUSG00000024997	ENSMUST00000025961	ENSMUSP00000025961	protein_coding	ensembl_havana	Prdx3
ENSMUSG00000001768	ENSMUST00000147976	ENSMUSP00000124206	nonsense_mediated_decay	havana	Rin2
ENSMUSG00000043424	ENSMUST00000057110	ENSMUSP00000054421	protein_coding	ensembl_havana	Eif3j2
ENSMUSG00000062234	ENSMUST00000046603	ENSMUSP00000036705	protein_coding	ensembl_havana	Gak
ENSMUSG00000062234	ENSMUST00000145467	ENSMUSP00000118713	nonsense_mediated_decay	havana	Gak
ENSMUSG00000062234	ENSMUST00000199010		processed_transcript	havana	Gak
ENSMUSG00000070873	ENSMUST00000117550	ENSMUSP00000113091	protein_coding	ensembl_havana	Lilra5
ENSMUSG00000036615	ENSMUST00000044373	ENSMUSP00000040917	protein_coding	ensembl_havana	Rfxap
ENSMUSG00000058569	ENSMUST00000224741	ENSMUSP00000153554	protein_coding	havana	Tmed9
ENSMUSG00000058569	ENSMUST00000225723		retained_intron	havana	Tmed9
ENSMUSG00000036438	ENSMUST00000040440	ENSMUSP00000048857	protein_coding	ensembl_havana	Calm2
ENSMUSG00000025041	ENSMUST00000168536	ENSMUSP00000129126	protein_coding	ensembl	Nt5c2
ENSMUSG00000021520	ENSMUST00000021993	ENSMUSP00000021993	protein_coding	ensembl_havana	Uqcrb
ENSMUSG00000022329	ENSMUST00000018476	ENSMUSP00000018476	protein_coding	ensembl_havana	Stk3
ENSMUSG00000022329	ENSMUST00000226730		retained_intron	havana	Stk3
ENSMUSG00000028199	ENSMUST00000184537	ENSMUSP00000139387	nonsense_mediated_decay	havana	Cryz
ENSMUSG00000028199	ENSMUST00000155385	ENSMUSP00000122619	protein_coding	havana	Cryz
ENSMUSG00000028199	ENSMUST00000195292		retained_intron	havana	Cryz
ENSMUSG00000014956	ENSMUST00000015100	ENSMUSP00000015100	protein_coding	ensembl_havana	Ppp1cb
ENSMUSG00000014361	ENSMUST00000014505	ENSMUSP00000014505	protein_coding	ensembl_havana	Mertk
ENSMUSG00000078768	ENSMUST00000088785	ENSMUSP00000086164	protein_coding	ensembl_havana	Zfp566
ENSMUSG00000015363	ENSMUST00000165690	ENSMUSP00000131228	protein_coding	ensembl_havana	Trabd
ENSMUSG00000015363	ENSMUST00000170754		retained_intron	havana	Trabd
ENSMUSG00000074826	ENSMUST00000168767	ENSMUSP00000133647	protein_coding	havana	Gm10767
ENSMUSG00000041891	ENSMUST00000048260	ENSMUSP00000040140	protein_coding	ensembl_havana	Lman1
ENSMUSG00000053110	ENSMUST00000065353	ENSMUSP00000069554	protein_coding	ensembl_havana	Yap1
ENSMUSG00000032553	ENSMUST00000035157	ENSMUSP00000035157	protein_coding	ensembl_havana	Srprb
ENSMUSG00000017858	ENSMUST00000018002	ENSMUSP00000018002	protein_coding	ensembl_havana	Ift52
ENSMUSG00000027259	ENSMUST00000119031	ENSMUSP00000113052	protein_coding	havana	Adal
ENSMUSG00000027259	ENSMUST00000028702	ENSMUSP00000028702	protein_coding	havana	Adal
ENSMUSG00000027259	ENSMUST00000130221		retained_intron	havana	Adal
ENSMUSG00000021518	ENSMUST00000021990	ENSMUSP00000021990	protein_coding	ensembl_havana	Ptdss1
ENSMUSG00000055491	ENSMUST00000111899	ENSMUSP00000107530	protein_coding	ensembl_havana	Pprc1
ENSMUSG00000003038	ENSMUST00000102553	ENSMUSP00000099613	protein_coding	ensembl_havana	Hmgn2
ENSMUSG00000003038	ENSMUST00000145025		retained_intron	havana	Hmgn2
ENSMUSG00000038517	ENSMUST00000066078	ENSMUSP00000065461	protein_coding	ensembl	Tbkbp1
ENSMUSG00000050148	ENSMUST00000060714	ENSMUSP00000056888	protein_coding	ensembl_havana	Ubqln2
ENSMUSG00000002778	ENSMUST00000002855	ENSMUSP00000002855	protein_coding	ensembl_havana	Kdelr1
ENSMUSG00000052423	ENSMUST00000129985		retained_intron	havana	B4galt3
ENSMUSG00000005102	ENSMUST00000110870	ENSMUSP00000106494	protein_coding	havana	Eif2ak4
ENSMUSG00000074305	ENSMUST00000188142	ENSMUSP00000139985	protein_coding	havana	Peak1
ENSMUSG00000074305	ENSMUST00000061552	ENSMUSP00000109901	protein_coding	ensembl_havana	Peak1
ENSMUSG00000074305	ENSMUST00000185775		retained_intron	havana	Peak1
ENSMUSG00000032554	ENSMUST00000112645	ENSMUSP00000108264	protein_coding	havana	Trf
ENSMUSG00000032554	ENSMUST00000035158	ENSMUSP00000035158	protein_coding	ensembl_havana	Trf
ENSMUSG00000021133	ENSMUST00000068519	ENSMUSP00000064961	protein_coding	ensembl_havana	Susd6
ENSMUSG00000021133	ENSMUST00000219720		retained_intron	havana	Susd6
ENSMUSG00000025586	ENSMUST00000098331	ENSMUSP00000095936	protein_coding	ensembl_havana	Cpeb1
ENSMUSG00000001707	ENSMUST00000001757	ENSMUSP00000001757	protein_coding	ensembl_havana	Eef1e1
ENSMUSG00000051705	ENSMUST00000177963	ENSMUSP00000137228	protein_coding	ensembl	Senp8
ENSMUSG00000033991	ENSMUST00000224386	ENSMUSP00000153521	protein_coding	havana	Ttc37
ENSMUSG00000033991	ENSMUST00000225220	ENSMUSP00000153309	nonsense_mediated_decay	havana	Ttc37
ENSMUSG00000033991	ENSMUST00000224914		retained_intron	havana	Ttc37
ENSMUSG00000021519	ENSMUST00000021991	ENSMUSP00000021991	protein_coding	ensembl_havana	Mterf3
ENSMUSG00000021519	ENSMUST00000174011		retained_intron	havana	Mterf3
ENSMUSG00000021519	ENSMUST00000172807		processed_transcript	havana	Mterf3
ENSMUSG00000032898	ENSMUST00000202447	ENSMUSP00000143873	protein_coding	ensembl_havana	Fbxo21
ENSMUSG00000041975	ENSMUST00000148876	ENSMUSP00000115855	nonsense_mediated_decay	havana	Mettl8
ENSMUSG00000028796	ENSMUST00000148723		retained_intron	havana	Phc2
ENSMUSG00000028796	ENSMUST00000106079	ENSMUSP00000101689	protein_coding	havana	Phc2
ENSMUSG00000028796	ENSMUST00000030588	ENSMUSP00000030588	protein_coding	ensembl	Phc2
ENSMUSG00000029657	ENSMUST00000202361	ENSMUSP00000144413	protein_coding	ensembl_havana	Hsph1
ENSMUSG00000039682	ENSMUST00000046122	ENSMUSP00000040222	protein_coding	ensembl_havana	Lap3
ENSMUSG00000027435	ENSMUST00000099269	ENSMUSP00000096876	protein_coding	ensembl_havana	Cd93
ENSMUSG00000009555	ENSMUST00000125058		retained_intron	havana	Cdk9
ENSMUSG00000009555	ENSMUST00000009699	ENSMUSP00000009699	protein_coding	ensembl_havana	Cdk9
ENSMUSG00000009555	ENSMUST00000155205	ENSMUSP00000115299	protein_coding	havana	Cdk9
ENSMUSG00000028060	ENSMUST00000200588		retained_intron	havana	2810403A07Rik
ENSMUSG00000028060	ENSMUST00000199684	ENSMUSP00000142353	nonsense_mediated_decay	havana	2810403A07Rik
ENSMUSG00000028060	ENSMUST00000198721		retained_intron	havana	2810403A07Rik
ENSMUSG00000041426	ENSMUST00000186922		retained_intron	havana	Hibch
ENSMUSG00000041426	ENSMUST00000044478	ENSMUSP00000045606	protein_coding	ensembl_havana	Hibch
ENSMUSG00000021733	ENSMUST00000057015	ENSMUSP00000058313	protein_coding	ensembl_havana	Slc4a7
ENSMUSG00000021733	ENSMUST00000224750		retained_intron	havana	Slc4a7
ENSMUSG00000057236	ENSMUST00000102598	ENSMUSP00000099658	protein_coding	ensembl_havana	Rbbp4
ENSMUSG00000020326	ENSMUST00000020576	ENSMUSP00000020576	protein_coding	ensembl_havana	Ccng1
ENSMUSG00000038622	ENSMUST00000228053		processed_transcript	havana	Med30
ENSMUSG00000038622	ENSMUST00000037115	ENSMUSP00000042204	protein_coding	ensembl_havana	Med30
ENSMUSG00000068823	ENSMUST00000029446	ENSMUSP00000029446	protein_coding	ensembl_havana	Csde1
ENSMUSG00000068823	ENSMUST00000199420	ENSMUSP00000142703	protein_coding	havana	Csde1
ENSMUSG00000068823	ENSMUST00000196521		retained_intron	havana	Csde1
ENSMUSG00000062729	ENSMUST00000155083		retained_intron	havana	Ppox
ENSMUSG00000079434	ENSMUST00000164128	ENSMUSP00000127913	protein_coding	ensembl_havana	Neu2
ENSMUSG00000079434	ENSMUST00000165109	ENSMUSP00000126509	protein_coding	ensembl_havana	Neu2
ENSMUSG00000053801	ENSMUST00000131384	ENSMUSP00000116252	protein_coding	ensembl_havana	Grwd1
ENSMUSG00000009108	ENSMUST00000142568		retained_intron	havana	Gnat2
ENSMUSG00000025223	ENSMUST00000152946	ENSMUSP00000116909	protein_coding	havana	Ldb1
ENSMUSG00000025223	ENSMUST00000056931	ENSMUSP00000053680	protein_coding	ensembl_havana	Ldb1
ENSMUSG00000070939	ENSMUST00000095014	ENSMUSP00000092624	protein_coding	ensembl_havana	Tgfbrap1
ENSMUSG00000040254	ENSMUST00000030868	ENSMUSP00000030868	protein_coding	ensembl_havana	Sema3d
ENSMUSG00000001348	ENSMUST00000165735	ENSMUSP00000127128	protein_coding	ensembl_havana	Acp5
ENSMUSG00000067995	ENSMUST00000088922	ENSMUSP00000086312	protein_coding	ensembl_havana	Gtf2f2
ENSMUSG00000040710	ENSMUST00000043336	ENSMUSP00000043477	protein_coding	ensembl_havana	St8sia4
ENSMUSG00000075304	ENSMUST00000100043	ENSMUSP00000097620	protein_coding	ensembl_havana	Sp5
ENSMUSG00000055044	ENSMUST00000068439	ENSMUSP00000064545	protein_coding	ensembl_havana	Pdlim1
ENSMUSG00000074890	ENSMUST00000110674	ENSMUSP00000106302	protein_coding	ensembl_havana	Lcmt2
ENSMUSG00000026259	ENSMUST00000068681	ENSMUSP00000066894	protein_coding	ensembl_havana	Ngef
ENSMUSG00000033713	ENSMUST00000046859	ENSMUSP00000036035	protein_coding	ensembl_havana	Foxn3
ENSMUSG00000022008	ENSMUST00000022585	ENSMUSP00000022585	protein_coding	ensembl_havana	Gpalpp1
ENSMUSG00000078656	ENSMUST00000121331	ENSMUSP00000114100	protein_coding	havana	Vps25
ENSMUSG00000028469	ENSMUST00000030191	ENSMUSP00000030191	protein_coding	ensembl_havana	Npr2
ENSMUSG00000043702	ENSMUST00000052932	ENSMUSP00000059666	protein_coding	ensembl_havana	Pde12
ENSMUSG00000059439	ENSMUST00000108061	ENSMUSP00000103696	protein_coding	havana	Bcas3
ENSMUSG00000014164	ENSMUST00000160860	ENSMUSP00000123701	protein_coding	havana	Klhl3
ENSMUSG00000040818	ENSMUST00000203874	ENSMUSP00000144906	protein_coding	havana	Dennd6a
ENSMUSG00000040818	ENSMUST00000037585	ENSMUSP00000039361	protein_coding	ensembl_havana	Dennd6a
ENSMUSG00000040774	ENSMUST00000068301	ENSMUSP00000065743	protein_coding	ensembl_havana	Cept1
ENSMUSG00000040774	ENSMUST00000141525	ENSMUSP00000122460	protein_coding	havana	Cept1
ENSMUSG00000043241	ENSMUST00000060092	ENSMUSP00000058375	protein_coding	ensembl_havana	Upf2
ENSMUSG00000020397	ENSMUST00000109232	ENSMUSP00000104855	protein_coding	ensembl_havana	Med7
ENSMUSG00000020397	ENSMUST00000156073		processed_transcript	havana	Med7
ENSMUSG00000020397	ENSMUST00000133635	ENSMUSP00000120617	protein_coding	havana	Med7
ENSMUSG00000090639	ENSMUST00000166836	ENSMUSP00000127808	protein_coding	havana	Gm20425
ENSMUSG00000041966	ENSMUST00000154704	ENSMUSP00000120016	protein_coding	ensembl_havana	Dcaf17
ENSMUSG00000091512	ENSMUST00000197798		retained_intron	havana	Lamtor3
ENSMUSG00000091512	ENSMUST00000200107		retained_intron	havana	Lamtor3
ENSMUSG00000091512	ENSMUST00000200656		retained_intron	havana	Lamtor3
ENSMUSG00000114075	ENSMUST00000222340	ENSMUSP00000152416	protein_coding	ensembl_havana	Gm16368
ENSMUSG00000034903	ENSMUST00000112429	ENSMUSP00000108048	protein_coding	ensembl	Cobll1
ENSMUSG00000036916	ENSMUST00000076635	ENSMUSP00000075933	protein_coding	ensembl_havana	Zfp280c
ENSMUSG00000074733	ENSMUST00000122927	ENSMUSP00000146206	nonsense_mediated_decay	havana	Zfp950
ENSMUSG00000074733	ENSMUST00000127290	ENSMUSP00000145951	nonsense_mediated_decay	havana	Zfp950
ENSMUSG00000074733	ENSMUST00000181469		retained_intron	havana	Zfp950
ENSMUSG00000074733	ENSMUST00000127117	ENSMUSP00000146094	nonsense_mediated_decay	havana	Zfp950
ENSMUSG00000074733	ENSMUST00000205712	ENSMUSP00000145648	nonsense_mediated_decay	havana	Zfp950
ENSMUSG00000074733	ENSMUST00000178819	ENSMUSP00000145709	protein_coding	ensembl	Zfp950
ENSMUSG00000006906	ENSMUST00000205648		retained_intron	havana	Stambp
ENSMUSG00000006906	ENSMUST00000205829		retained_intron	havana	Stambp
ENSMUSG00000038368	ENSMUST00000097992	ENSMUSP00000095602	protein_coding	ensembl_havana	Focad
ENSMUSG00000047227	ENSMUST00000058135	ENSMUSP00000059435	protein_coding	ensembl_havana	Gm527
ENSMUSG00000027332	ENSMUST00000028807	ENSMUSP00000028807	protein_coding	ensembl_havana	Ivd
ENSMUSG00000027332	ENSMUST00000126082		retained_intron	havana	Ivd
ENSMUSG00000060314	ENSMUST00000106052	ENSMUSP00000101667	protein_coding	ensembl_havana	Zfp941
ENSMUSG00000029836	ENSMUST00000031862	ENSMUSP00000031862	protein_coding	ensembl_havana	Cbx3
ENSMUSG00000029836	ENSMUST00000156463		retained_intron	havana	Cbx3
ENSMUSG00000029836	ENSMUST00000203404		retained_intron	havana	Cbx3
ENSMUSG00000054764	ENSMUST00000067984	ENSMUSP00000069872	protein_coding	ensembl_havana	Mtnr1a
ENSMUSG00000054764	ENSMUST00000209488		processed_transcript	havana	Mtnr1a
ENSMUSG00000027559	ENSMUST00000195575		retained_intron	havana	Car3
ENSMUSG00000027559	ENSMUST00000029076	ENSMUSP00000029076	protein_coding	ensembl_havana	Car3
ENSMUSG00000031848	ENSMUST00000034311	ENSMUSP00000034311	protein_coding	ensembl_havana	Lsm4
ENSMUSG00000025484	ENSMUST00000026557	ENSMUSP00000026557	protein_coding	ensembl_havana	Bet1l
ENSMUSG00000025484	ENSMUST00000210157		retained_intron	havana	Bet1l
ENSMUSG00000041633	ENSMUST00000112572	ENSMUSP00000108191	protein_coding	ensembl_havana	Kctd12b
ENSMUSG00000047583	ENSMUST00000052774	ENSMUSP00000057828	protein_coding	ensembl_havana	Tyw3
ENSMUSG00000069922	ENSMUST00000093222	ENSMUSP00000090910	protein_coding	ensembl_havana	Ces3a
ENSMUSG00000029999	ENSMUST00000032066	ENSMUSP00000032066	protein_coding	ensembl_havana	Tgfa
ENSMUSG00000069601	ENSMUST00000182884	ENSMUSP00000138326	protein_coding	havana	Ank3
ENSMUSG00000069601	ENSMUST00000182367		retained_intron	havana	Ank3
ENSMUSG00000002900	ENSMUST00000002979	ENSMUSP00000002979	protein_coding	ensembl_havana	Lamb1
ENSMUSG00000028185	ENSMUST00000200633	ENSMUSP00000142872	protein_coding	havana	Dnase2b
ENSMUSG00000025485	ENSMUST00000026558	ENSMUSP00000026558	protein_coding	ensembl_havana	Ric8a
ENSMUSG00000025485	ENSMUST00000210601		retained_intron	havana	Ric8a
ENSMUSG00000025485	ENSMUST00000209766	ENSMUSP00000147952	protein_coding	havana	Ric8a
ENSMUSG00000025485	ENSMUST00000131850		retained_intron	havana	Ric8a
ENSMUSG00000027901	ENSMUST00000029508	ENSMUSP00000029508	protein_coding	ensembl_havana	Dennd2d
ENSMUSG00000027901	ENSMUST00000195305		retained_intron	havana	Dennd2d
ENSMUSG00000002812	ENSMUST00000002889	ENSMUSP00000002889	protein_coding	ensembl_havana	Flii
ENSMUSG00000066366	ENSMUST00000072876	ENSMUSP00000072652	protein_coding	havana	Serpina1a
ENSMUSG00000028186	ENSMUST00000029837	ENSMUSP00000029837	protein_coding	ensembl_havana	Uox
ENSMUSG00000028186	ENSMUST00000197320		retained_intron	havana	Uox
ENSMUSG00000073468	ENSMUST00000150728		retained_intron	havana	Sft2d1
ENSMUSG00000073468	ENSMUST00000141213		retained_intron	havana	Sft2d1
ENSMUSG00000073468	ENSMUST00000153406		retained_intron	havana	Sft2d1
ENSMUSG00000022009	ENSMUST00000022586	ENSMUSP00000022586	protein_coding	ensembl_havana	Nufip1
ENSMUSG00000024393	ENSMUST00000174805	ENSMUSP00000133550	protein_coding	havana	Prrc2a
ENSMUSG00000020994	ENSMUST00000021381	ENSMUSP00000021381	protein_coding	ensembl_havana	Pnn
ENSMUSG00000020994	ENSMUST00000217773		retained_intron	havana	Pnn
ENSMUSG00000028525	ENSMUST00000097950	ENSMUSP00000095562	protein_coding	ensembl_havana	Pde4b
ENSMUSG00000001240	ENSMUST00000129680	ENSMUSP00000122072	protein_coding	ensembl_havana	Ramp2
ENSMUSG00000001240	ENSMUST00000122006	ENSMUSP00000114061	protein_coding	havana	Ramp2
ENSMUSG00000018923	ENSMUST00000152348		retained_intron	havana	Med11
ENSMUSG00000059395	ENSMUST00000068235	ENSMUSP00000065168	protein_coding	ensembl_havana	Nkapl
ENSMUSG00000028873	ENSMUST00000084296	ENSMUSP00000081319	protein_coding	ensembl_havana	Cdca8
ENSMUSG00000043940	ENSMUST00000053177	ENSMUSP00000052607	protein_coding	ensembl_havana	Wdfy3
ENSMUSG00000053641	ENSMUST00000038890	ENSMUSP00000037915	protein_coding	ensembl_havana	Dennd4a
ENSMUSG00000053641	ENSMUST00000214001		retained_intron	havana	Dennd4a
ENSMUSG00000053641	ENSMUST00000213437		processed_transcript	havana	Dennd4a
ENSMUSG00000027164	ENSMUST00000143341		processed_transcript	havana	Traf6
ENSMUSG00000027164	ENSMUST00000004949	ENSMUSP00000004949	protein_coding	ensembl_havana	Traf6
ENSMUSG00000049404	ENSMUST00000054825	ENSMUSP00000056728	protein_coding	ensembl_havana	Rarres1
ENSMUSG00000068876	ENSMUST00000107273	ENSMUSP00000102894	protein_coding	ensembl_havana	Cgn
ENSMUSG00000024050	ENSMUST00000170617	ENSMUSP00000130517	nonsense_mediated_decay	havana	Wiz
ENSMUSG00000024050	ENSMUST00000168943		processed_transcript	havana	Wiz
ENSMUSG00000054931	ENSMUST00000062609	ENSMUSP00000054604	protein_coding	ensembl_havana	Zkscan4
ENSMUSG00000051950	ENSMUST00000100404	ENSMUSP00000097972	protein_coding	ensembl_havana	B3glct
ENSMUSG00000070709	ENSMUST00000098639	ENSMUSP00000096238	protein_coding	ensembl_havana	Zfp974
ENSMUSG00000027900	ENSMUST00000067630	ENSMUSP00000063510	protein_coding	ensembl_havana	Dram2
ENSMUSG00000027900	ENSMUST00000129053		retained_intron	havana	Dram2
ENSMUSG00000028906	ENSMUST00000105975	ENSMUSP00000101595	protein_coding	havana	Epb41
ENSMUSG00000028906	ENSMUST00000212761	ENSMUSP00000148515	protein_coding	havana	Epb41
ENSMUSG00000028906	ENSMUST00000030739	ENSMUSP00000030739	protein_coding	ensembl	Epb41
ENSMUSG00000025486	ENSMUST00000211179	ENSMUSP00000147716	protein_coding	havana	Sirt3
